2021-07-05 SQIB in PMMA 40mgmL medium spin speed dried at 60C
Wavelength (nm)	No1 10pct	No2 4pct	No3 2pct	No4 1pct	No5 0.5pct
882.196960	0.861827	0.864931	0.853334	0.840735	0.866589	
883.773560	0.862541	0.865018	0.853334	0.841097	0.867057	
885.349976	0.862160	0.865194	0.852621	0.840957	0.866618	
886.926270	0.862148	0.865132	0.853137	0.840965	0.866090	
888.502319	0.861918	0.864206	0.853600	0.841041	0.865842	
890.078308	0.862823	0.865239	0.853734	0.840034	0.866499	
891.654114	0.862028	0.864395	0.853153	0.840438	0.865611	
893.229675	0.862745	0.865324	0.853372	0.841009	0.865574	
894.805054	0.862177	0.865507	0.853625	0.841188	0.866567	
896.380371	0.861975	0.864966	0.853760	0.841382	0.865975	
897.955444	0.862943	0.864184	0.853749	0.839923	0.866299	
899.530396	0.863080	0.864175	0.853624	0.840301	0.866992	
901.105103	0.863224	0.864695	0.853558	0.840835	0.865939	
902.679565	0.862474	0.865229	0.854321	0.840949	0.867033	
904.254028	0.862477	0.864185	0.852638	0.840930	0.865617	
905.828247	0.863292	0.864036	0.853234	0.841054	0.865374	
907.402222	0.862443	0.864879	0.852283	0.841158	0.866457	
908.976196	0.863137	0.864866	0.853116	0.839983	0.865544	
910.549805	0.862563	0.864395	0.853359	0.840413	0.866209	
912.123352	0.862960	0.863794	0.852065	0.840789	0.865317	
913.696655	0.862477	0.864139	0.852503	0.840419	0.865394	
915.269836	0.862682	0.864585	0.852716	0.840599	0.865374	
916.842773	0.862410	0.864297	0.853008	0.840706	0.864956	
918.415649	0.862493	0.864070	0.852223	0.840369	0.865047	
919.988159	0.863187	0.865482	0.853188	0.840671	0.865337	
921.560669	0.863209	0.864406	0.851739	0.840830	0.865267	
923.132935	0.862672	0.864274	0.852998	0.839727	0.864703	
924.704956	0.862461	0.863591	0.852129	0.840697	0.865403	
926.276855	0.861662	0.863565	0.853020	0.840482	0.865117	
927.848511	0.862421	0.863824	0.852679	0.841632	0.864194	
929.420105	0.863980	0.864789	0.853210	0.840871	0.864849	
930.991394	0.862907	0.865282	0.853168	0.840341	0.863706	
932.562622	0.861807	0.864487	0.852714	0.840530	0.865573	
934.133606	0.863392	0.863461	0.853132	0.840579	0.864639	
935.704407	0.862969	0.863891	0.852753	0.840002	0.863440	
937.275024	0.862904	0.863496	0.852895	0.840962	0.865054	
938.845398	0.862292	0.863721	0.853368	0.841851	0.864813	
940.415649	0.862587	0.862792	0.853474	0.841028	0.863636	
941.985657	0.863180	0.864781	0.854266	0.841529	0.863383	
943.555481	0.862722	0.863290	0.852700	0.841095	0.864800	
945.125183	0.863053	0.862744	0.854119	0.840960	0.863942	
946.694641	0.863301	0.864072	0.852840	0.841536	0.864268	
948.263977	0.863468	0.863747	0.852585	0.840006	0.864467	
949.833008	0.862594	0.863983	0.853592	0.842208	0.863681	
951.401978	0.863389	0.863740	0.853758	0.840233	0.863978	
952.970581	0.862414	0.862619	0.852822	0.840696	0.862733	
954.539185	0.864614	0.862876	0.854006	0.842635	0.864170	
956.107544	0.863489	0.864648	0.853920	0.842552	0.864037	
957.675659	0.864558	0.863943	0.853761	0.840273	0.863353	
959.243530	0.863033	0.863218	0.853450	0.841714	0.863106	
960.811340	0.862993	0.864774	0.854359	0.841464	0.865092	
962.378906	0.863715	0.864227	0.854146	0.842042	0.864380	
963.946167	0.863761	0.864218	0.855407	0.843242	0.864517	
965.513367	0.863123	0.864198	0.852651	0.841987	0.864808	
967.080383	0.862947	0.864720	0.855362	0.842480	0.864728	
968.647156	0.861545	0.863580	0.853360	0.842837	0.863477	
970.213684	0.865170	0.864335	0.854643	0.842574	0.864892	
971.780090	0.863628	0.864466	0.854349	0.841422	0.863863	
973.346313	0.863362	0.864041	0.856210	0.840882	0.863209	
974.912231	0.863202	0.864420	0.854664	0.842226	0.863702	
976.478027	0.863138	0.864139	0.852612	0.841394	0.864073	
978.043579	0.864241	0.864218	0.853880	0.840930	0.862894	
979.609009	0.863936	0.863300	0.853444	0.842898	0.864303	
981.174133	0.863794	0.864827	0.853883	0.841669	0.864325	
982.739075	0.863478	0.865012	0.855111	0.840182	0.864238	
984.303833	0.862959	0.864513	0.854118	0.844172	0.863078	
985.868347	0.864027	0.864425	0.853883	0.843313	0.863365	
987.432739	0.863505	0.864751	0.854446	0.841442	0.863721	
988.996887	0.863795	0.864564	0.853331	0.842544	0.862996	
990.560852	0.863215	0.865216	0.854276	0.841899	0.865912	
992.124634	0.862456	0.864353	0.854547	0.842285	0.863685	
993.688171	0.861998	0.863758	0.852279	0.841156	0.862338	
995.251465	0.862631	0.864123	0.852972	0.843527	0.862533	
996.814575	0.864648	0.863890	0.855507	0.843234	0.866557	
998.377563	0.863651	0.864148	0.853556	0.840856	0.863867	
999.940247	0.863211	0.865944	0.855541	0.842652	0.864093	
1013.382019	0.866122	0.865738	0.854852	0.848651	0.865467	
1016.810181	0.866446	0.865859	0.855877	0.847912	0.866570	
1020.238159	0.865519	0.866502	0.855783	0.848445	0.866913	
1023.666199	0.866132	0.864073	0.854886	0.849424	0.865889	
1027.094238	0.866920	0.867418	0.856005	0.848078	0.865900	
1030.522217	0.864417	0.866092	0.855972	0.848263	0.866084	
1033.950073	0.868058	0.867394	0.856273	0.848134	0.864714	
1037.378174	0.866421	0.866770	0.856664	0.847933	0.866110	
1040.805908	0.866565	0.868379	0.857973	0.847931	0.866405	
1044.233887	0.866851	0.869373	0.858614	0.849039	0.866012	
1047.661865	0.867204	0.867787	0.857504	0.850315	0.866394	
1051.089722	0.868127	0.869731	0.857818	0.849674	0.867463	
1054.517578	0.867188	0.868639	0.856889	0.850076	0.866952	
1057.945557	0.867889	0.867364	0.857995	0.850540	0.868192	
1061.373413	0.869904	0.870742	0.860293	0.852621	0.870308	
1064.801392	0.868022	0.869162	0.860037	0.851239	0.868365	
1068.229248	0.872890	0.873528	0.864459	0.856522	0.874306	
1071.657227	0.869464	0.869982	0.860783	0.852434	0.871502	
1075.085205	0.877206	0.875984	0.868841	0.860193	0.877315	
1078.513184	0.873416	0.874036	0.864000	0.856419	0.872675	
1081.941162	0.878776	0.880154	0.869317	0.863970	0.878459	
1085.369263	0.874695	0.875011	0.866750	0.858494	0.874768	
1088.797241	0.879776	0.879606	0.870791	0.864355	0.879878	
1092.225342	0.877018	0.877253	0.869148	0.861717	0.879289	
1095.653564	0.878212	0.878510	0.871886	0.863402	0.880612	
1099.081787	0.880373	0.880038	0.871028	0.862768	0.879919	
1102.510010	0.879672	0.880378	0.871611	0.863596	0.879729	
1105.938232	0.879491	0.880026	0.872126	0.863752	0.879664	
1109.366577	0.879838	0.881574	0.872824	0.863764	0.879370	
1112.795044	0.883003	0.881920	0.874454	0.865788	0.880411	
1116.223389	0.880681	0.878536	0.872945	0.865222	0.880443	
1119.651978	0.882005	0.881810	0.873703	0.866008	0.882474	
1123.080566	0.879353	0.879923	0.872611	0.865098	0.880136	
1126.509155	0.882746	0.881943	0.874957	0.866180	0.883039	
1129.937866	0.879323	0.880096	0.872487	0.866177	0.881143	
1133.366699	0.882994	0.881081	0.875005	0.868877	0.883382	
1136.795654	0.879724	0.880091	0.873367	0.865760	0.881131	
1140.224487	0.882734	0.882194	0.875245	0.867660	0.882897	
1143.653564	0.879355	0.878403	0.872252	0.865289	0.881138	
1147.082764	0.881787	0.883253	0.875827	0.867535	0.882692	
1150.511963	0.880623	0.880763	0.873533	0.866148	0.881515	
1153.941162	0.882845	0.883147	0.876939	0.867418	0.882446	
1157.370605	0.880370	0.880992	0.873825	0.865286	0.880344	
1160.800049	0.882041	0.882842	0.876201	0.868239	0.883893	
1164.229736	0.879759	0.879282	0.873294	0.865956	0.881804	
1167.659424	0.882343	0.883218	0.876790	0.869051	0.884794	
1171.089233	0.879861	0.879799	0.873500	0.865864	0.882007	
1174.519165	0.882509	0.884177	0.877426	0.870739	0.885791	
1177.949219	0.879314	0.880743	0.874639	0.865517	0.881676	
1181.379395	0.884432	0.884661	0.877903	0.868948	0.886147	
1184.809814	0.880335	0.880737	0.873250	0.865897	0.881319	
1188.240112	0.883542	0.884680	0.877278	0.871841	0.886642	
1191.670654	0.880469	0.879079	0.874753	0.866682	0.882456	
1195.101318	0.883667	0.886219	0.880072	0.869818	0.885889	
1198.532227	0.877973	0.879828	0.873061	0.866208	0.881466	
1201.963135	0.884927	0.886771	0.879120	0.871827	0.886445	
1205.394287	0.879085	0.880207	0.873668	0.867307	0.881743	
1208.825562	0.885482	0.887183	0.880402	0.872751	0.887262	
1212.256958	0.879761	0.881956	0.874544	0.866862	0.881366	
1215.688477	0.885985	0.884671	0.878524	0.873443	0.888569	
1219.120239	0.880250	0.879806	0.874874	0.865967	0.882714	
1222.552124	0.885055	0.885808	0.880114	0.872888	0.887321	
1225.984131	0.880264	0.880785	0.875175	0.868933	0.883681	
1229.416260	0.884780	0.885472	0.880055	0.873375	0.887696	
1232.848755	0.881536	0.881834	0.875723	0.867705	0.882975	
1236.281250	0.885445	0.885752	0.879798	0.874553	0.889132	
1239.713989	0.880824	0.881002	0.874606	0.869211	0.885054	
1243.146851	0.885936	0.887438	0.879994	0.872221	0.886575	
1246.579956	0.881091	0.880364	0.875490	0.869189	0.884220	
1250.013306	0.887370	0.885507	0.881292	0.875351	0.891237	
1253.446655	0.881611	0.883670	0.876527	0.869174	0.884785	
1256.880371	0.886998	0.888174	0.881454	0.876421	0.890312	
1260.314209	0.881685	0.882434	0.877071	0.870536	0.884639	
1263.748291	0.886051	0.886103	0.881383	0.874458	0.889740	
1267.182495	0.881649	0.883060	0.876623	0.869547	0.885023	
1270.616943	0.885522	0.887848	0.881071	0.876525	0.891473	
1274.051514	0.881748	0.881744	0.876527	0.870302	0.885517	
1277.486450	0.887629	0.888510	0.883393	0.878609	0.891342	
1280.921631	0.881080	0.882928	0.877188	0.870540	0.885092	
1284.356812	0.888911	0.891560	0.884392	0.877099	0.892131	
1287.792358	0.883272	0.884269	0.876964	0.869919	0.886451	
1291.228149	0.888142	0.888601	0.883671	0.877019	0.893288	
1294.664063	0.885273	0.885294	0.878110	0.870619	0.888173	
1298.100342	0.889789	0.891219	0.885052	0.880485	0.894066	
1301.536743	0.883068	0.883830	0.878195	0.872964	0.888159	
1304.973389	0.889957	0.891764	0.886971	0.878618	0.894681	
1308.410400	0.883034	0.884968	0.878820	0.870544	0.885340	
1311.847534	0.891653	0.894541	0.887044	0.880256	0.894704	
1315.284912	0.885615	0.885592	0.881322	0.872451	0.887999	
1318.722534	0.892780	0.895580	0.888536	0.881173	0.896359	
1322.160522	0.884946	0.886248	0.878279	0.873992	0.887536	
1325.598755	0.892522	0.894918	0.889522	0.881477	0.897470	
1329.037109	0.885188	0.885754	0.882218	0.874623	0.889926	
1332.475830	0.893204	0.894024	0.888538	0.882941	0.897030	
1335.914795	0.887752	0.886165	0.880764	0.875200	0.890213	
1339.354004	0.893803	0.893725	0.888714	0.881521	0.898319	
1342.793579	0.887987	0.889845	0.885239	0.877102	0.892952	
1346.233276	0.893702	0.894666	0.889972	0.881058	0.897533	
1349.673462	0.889579	0.890665	0.885364	0.877081	0.891359	
1353.113770	0.892824	0.892503	0.887930	0.880864	0.899137	
1356.554443	0.892353	0.894055	0.886721	0.881244	0.896475	
1359.995361	0.889775	0.889454	0.883825	0.877479	0.895105	
1363.436523	0.895342	0.898001	0.890420	0.882656	0.897888	
1366.878052	0.885457	0.885664	0.878200	0.871169	0.889495	
1370.319824	0.894988	0.894531	0.888008	0.883484	0.900852	
1373.761963	0.887532	0.886036	0.880920	0.871580	0.891979	
1377.204346	0.896696	0.895439	0.890667	0.884631	0.899413	
1380.647217	0.881809	0.884491	0.877195	0.867904	0.884386	
1384.090210	0.885736	0.883127	0.879064	0.870194	0.889678	
1387.533569	0.882877	0.882495	0.876848	0.868707	0.886443	
1390.977295	0.886398	0.891298	0.884653	0.873173	0.891276	
1394.421265	0.881291	0.882880	0.876489	0.867685	0.887381	
1397.865601	0.890511	0.892128	0.886335	0.877751	0.896559	
1401.310303	0.879669	0.884393	0.877185	0.870844	0.885344	
1404.755249	0.893879	0.900734	0.892838	0.885321	0.899352	
1408.200562	0.882646	0.889121	0.882056	0.873415	0.887914	
1411.646240	0.899110	0.899207	0.893625	0.886768	0.902794	
1415.092285	0.889733	0.887555	0.883506	0.876324	0.896713	
1418.538574	0.899277	0.900048	0.895943	0.885631	0.902222	
1421.985352	0.888356	0.889406	0.885340	0.875913	0.893558	
1425.432373	0.900160	0.902315	0.896160	0.886489	0.904243	
1428.879761	0.890662	0.891273	0.885838	0.878309	0.894053	
1432.327515	0.898730	0.901765	0.896438	0.888767	0.903492	
1435.775635	0.892682	0.896671	0.890292	0.881559	0.898102	
1439.224243	0.900786	0.902507	0.896037	0.889464	0.905237	
1442.673096	0.893180	0.895495	0.889986	0.881057	0.898442	
1446.122314	0.899553	0.902210	0.895742	0.889320	0.905156	
1449.571899	0.889052	0.891936	0.886603	0.877061	0.895172	
1453.021851	0.901963	0.901994	0.898944	0.889386	0.905651	
1456.472290	0.895128	0.894928	0.890407	0.881525	0.898186	
1459.923096	0.900557	0.901884	0.897739	0.891810	0.905551	
1463.374268	0.891706	0.892035	0.886614	0.879997	0.896615	
1466.825684	0.903057	0.903459	0.899253	0.890324	0.908035	
1470.277588	0.891430	0.889232	0.886012	0.876270	0.897035	
1473.729980	0.903311	0.903332	0.898993	0.891182	0.907814	
1477.182739	0.890705	0.891894	0.886253	0.879330	0.898822	
1480.635864	0.901354	0.905381	0.898804	0.893155	0.909496	
1484.089355	0.891481	0.891602	0.887025	0.880186	0.898222	
1487.543335	0.901123	0.904108	0.897798	0.890765	0.909432	
1490.997681	0.887388	0.888918	0.884907	0.876331	0.895144	
1494.452393	0.902815	0.904481	0.900219	0.890276	0.908304	
1497.907715	0.887941	0.890869	0.884379	0.877635	0.893953	
1501.363281	0.902825	0.901418	0.896857	0.890170	0.906789	
1504.819336	0.886709	0.886773	0.883144	0.876127	0.894602	
1508.275879	0.898401	0.899955	0.895974	0.885944	0.904821	
1511.732788	0.888158	0.888851	0.885406	0.877705	0.895755	
1515.190186	0.900757	0.901690	0.896838	0.888271	0.908147	
1518.647949	0.889205	0.891740	0.884517	0.876474	0.892578	
1522.106201	0.894766	0.898186	0.893535	0.883421	0.901210	
1525.564819	0.887220	0.889410	0.885513	0.876987	0.893735	
1529.024048	0.894272	0.893545	0.889807	0.880540	0.898195	
1532.483643	0.887710	0.892008	0.887452	0.876885	0.893868	
1535.943604	0.893130	0.895378	0.889720	0.877629	0.896431	
1539.404053	0.889208	0.891382	0.886687	0.877245	0.896431	
1542.865112	0.890440	0.890794	0.887125	0.877960	0.896102	
1546.326538	0.891224	0.893078	0.888408	0.879236	0.897143	
1549.788330	0.889720	0.892084	0.887331	0.877187	0.894831	
1553.250732	0.890322	0.893137	0.888969	0.880023	0.895764	
1556.713623	0.889860	0.889905	0.886162	0.879133	0.896561	
1560.177002	0.893645	0.893593	0.888299	0.879680	0.897785	
1563.640869	0.891160	0.892755	0.885598	0.878837	0.895008	
1567.105103	0.892790	0.894146	0.890123	0.880141	0.898861	
1570.569946	0.891101	0.890656	0.886504	0.875482	0.894388	
1574.035156	0.894000	0.896422	0.889389	0.882238	0.899246	
1577.500977	0.892019	0.894085	0.888244	0.879737	0.899048	
1580.967163	0.894188	0.895999	0.890624	0.882664	0.897994	
1584.433960	0.890514	0.893922	0.889335	0.876801	0.894376	
1587.901245	0.893744	0.894379	0.891293	0.882416	0.899439	
1591.369019	0.892492	0.894857	0.889109	0.881607	0.897011	
1594.837402	0.892727	0.897025	0.891677	0.882438	0.900226	
1598.306152	0.893027	0.896581	0.891121	0.878611	0.896615	
1601.775513	0.895001	0.899013	0.892302	0.878483	0.898490	
1605.245361	0.894228	0.897864	0.891081	0.877493	0.894915	
1608.715698	0.894082	0.895107	0.892332	0.882805	0.900510	
1612.186768	0.894089	0.899792	0.891028	0.882993	0.900179	
1615.658081	0.891104	0.896499	0.890790	0.882388	0.899906	
1619.130127	0.893142	0.895889	0.889790	0.881967	0.898479	
1622.602661	0.894127	0.898962	0.891939	0.883818	0.901246	
1626.075684	0.894080	0.899640	0.891437	0.883212	0.898755	
1629.549194	0.895190	0.900932	0.892659	0.881049	0.898460	
1633.023438	0.892956	0.895763	0.892225	0.884583	0.900715	
1636.498169	0.894803	0.895472	0.891491	0.883170	0.901364	
1639.973389	0.892339	0.897367	0.892581	0.885182	0.902465	
1643.449219	0.893677	0.895386	0.892374	0.883461	0.899826	
1646.925537	0.895936	0.896478	0.891870	0.884638	0.901715	
1650.402588	0.894228	0.896492	0.891448	0.885167	0.900322	
1653.880127	0.894067	0.898369	0.890302	0.882652	0.899813	
1657.358032	0.897496	0.898174	0.893093	0.883426	0.899962	
1660.836670	0.896971	0.899906	0.892314	0.882526	0.899740	
1664.316040	0.895533	0.897598	0.892832	0.884240	0.900056	
1667.795654	0.896031	0.900774	0.893557	0.885845	0.897105	
1671.276123	0.895519	0.898866	0.893116	0.884839	0.900174	
1674.757080	0.893786	0.896560	0.890825	0.882321	0.901120	
1678.238647	0.892865	0.895700	0.891833	0.881300	0.898771	
1681.720947	0.894200	0.897671	0.892390	0.882971	0.903364	
1685.203491	0.893475	0.896422	0.893793	0.885754	0.900476	
1688.686890	0.892749	0.895452	0.889653	0.885206	0.899385	
