Film,,Crystal,,Solution,
X,Y,X,Y,X,Y
422.273165621933,0.22698220559863158,471.1730913870947,0.637649421544038,358.08836162700965,0.24636680070426042
428.418519195915,0.23985636431589874,473.9500024940545,0.6048820904461066,360.5003907354124,0.2721596563354154
434.2845385165342,0.2579462078468281,478.4193505478596,0.5839650211413161,362.21630114892685,0.293622482292178
439.59188933042776,0.28005601660685264,480.3746903213994,0.5527974531356242,363.8923066691038,0.31359393363563104
445.2583841843593,0.29465996028404573,482.60936434830194,0.5284520888946381,365.3820893537055,0.33250629286238575
448.530585438038,0.31677120998572583,483.98064159208303,0.5164857234202552,368.7108225396124,0.3550120003422238
450.2065909582149,0.33780175344587693,487.4511580732575,0.5252610581014694,371.15499725653706,0.3771394606375268
452.7516363777428,0.3596392242330364,490.0752071199991,0.5017134515587756,375.46915961402954,0.3995821269199422
456.35194453219697,0.38323464383974937,493.50340022945187,0.4780860692462525,378.97635635069605,0.4167797655768045
459.2151206291658,0.4065292668759035,495.29912042964145,0.4620829712216935,380.6922667642105,0.4381561350342449
463.11804089142964,0.4259081309635847,499.51839781853124,0.4415625211075439,382.8870358977755,0.45850043003102536
465.2906406398071,0.4449516158809783,505.03059375155755,0.4197754832783225,385.12170992467804,0.48198958019065474
466.4079776532584,0.4658308604673155,509.67374978523287,0.3963544176119095,388.8228887817354,0.5017340832233865
468.08398317343534,0.48773893739558816,513.2430208004243,0.37782030556968993,390.98772924529726,0.5211759885084903
470.52180938460174,0.5128545504487183,519.3828972321836,0.3635492617955246,392.66373476547415,0.5425091297162696
473.25166686064745,0.5370245455405108,524.3698352260434,0.35013261166172105,394.41955007232616,0.5630425483053176
476.4640107743199,0.5572229451946848,530.6548559267069,0.3454904871242449,397.20291638261995,0.5871801222098643
482.60936434830194,0.6006381570356228,536.9398766273703,0.3359861669601085,399.6071862062071,0.6085618951985123
485.5889297175053,0.6241096556599739,541.8282260612195,0.31479057018306933,401.3230966197216,0.6298085799069693
488.12621585221757,0.6465271054634204,545.8506393096442,0.29462105485935075,402.81287930432325,0.6485696402599099
490.6541908451511,0.6648191393075376,551.4054004622305,0.2737158733232168,406.07177892688946,0.6717183679534577
493.72066020428963,0.6927993443715469,558.4641327059386,0.2636653052769986,408.306452953792,0.6910846238016544
495.777979149692,0.7164596063527515,564.1749663302451,0.2793041070521405,410.14207804731916,0.7146440198669831
497.972748283257,0.7371929555964823,569.1098714729883,0.305575093323487,411.65846399414585,0.7407106544126587
500.4246822849973,0.7609847035037398,572.4751841444546,0.3246819796737168,413.61380376768557,0.7648806495044512
502.4420963370621,0.782015246963891,574.3008330146473,0.3465014386901841,415.56914354122534,0.7885210985378945
504.3974361106018,0.8027810173948676,577.3036762382976,0.36851542483012656,417.4845784214275,0.8104810493657606
506.63211013750436,0.8229794170490417,580.320486174616,0.39357051833373125,418.9211545815792,0.8313084200525044
508.58744991104413,0.8431399919847621,584.1346684341702,0.41489540687566606,422.273165621933,0.8524989080364018
512.2187952047607,0.8644299049428802,587.3597093593592,0.4400041427072593,425.9444158089872,0.8707844576430698
516.408809005203,0.8847093575651689,592.6670601732526,0.4485662835208264,427.93966047586446,0.8907559089865227
521.7161598190967,0.90741450446958,597.7571510123084,0.43528866114005516,430.09452471609194,0.9128282532635077
527.8615133930787,0.919793503236183,601.3908837782761,0.4078996855214114,433.44653575644577,0.9332925066530978
533.7275327136979,0.9407882851443419,607.1924413481192,0.390201596743472,437.07788105016243,0.9544959631118937
539.0348835275913,0.9588836304525008,611.0100094774111,0.36533814848003177,441.54722910396754,0.9743766351310582
544.6215685948478,0.9787175373652137,615.0138004422781,0.35645474317466475,447.4132484245867,0.9881255764278319
550.7669221688298,0.9953053957124618,619.6427680694335,0.3704606960648785,453.55860199856875,0.9978637221242264
556.9122757428117,0.9946451824449096,623.2262274911451,0.3910286972536553,459.42462131918796,0.9873580785043026
562.4989608100682,0.9765351657308051,626.3268377034724,0.41560719930474577,463.89396937299307,0.9679615628813429
566.9683088638733,0.956117022474187,629.9382305505203,0.44327868261909176,467.24598041334684,0.947687513790262
570.59965415759,0.9331628219041144,631.2151871373217,0.47200385451892823,470.3186572003379,0.9268082692039248
572.8343281844925,0.9107403288048741,632.6118584041358,0.49798943609648916,473.11199973396606,0.9053843486718571
577.0243419849348,0.8898481157436385,634.8154952917758,0.5251601921855934,474.5485758941177,0.8869950512660023
580.7201490294275,0.8634024027009344,636.8717057679188,0.5491662801640873,476.7433450276827,0.8657591736199607
587.0803751059963,0.8457670906118967,638.1586385780547,0.5738063824709448,478.93811416124777,0.8423834976156919
593.2257286799784,0.8411455977390316,639.6883261559939,0.5930429535701582,480.3746903213994,0.8225936049208158
599.3710822539604,0.846427303879449,640.7823853149982,0.6198606789536963,482.05069584157627,0.8031970892978562
605.5164358279424,0.8394125379117072,641.8298887651088,0.6408533976953941,483.7267013617532,0.782015246963891
610.544452388473,0.8215042530293547,643.0868929052415,0.6666120309622339,485.4027068819301,0.7600769102608556
612.7791264153757,0.800057637666215,644.0645627920114,0.7038315539204871,487.07871240210704,0.7366255848196797
614.4551319355526,0.7784748533166426,642.9472257785601,0.6807963003822999,488.75471792228393,0.7112073740189214
616.1311374557295,0.7565970361631327,646.2371625403889,0.7303214650774281,490.4307234424609,0.6869995542086754
617.6475234025562,0.7308546134899158,648.2545765924538,0.7610711600030621,492.10672896263776,0.6624891366508013
619.1339806793798,0.7050797696294528,651.3272533794448,0.7979016287143649,493.7827344828147,0.6375248224714851
620.3211512561718,0.6826118868680684,650.4892506193562,0.7770223841280277,495.4587400029916,0.6131657037874252
621.1591540162602,0.6624588768760385,652.0954225761925,0.8336459876529312,497.13474552316853,0.5885039873557372
622.2764910297115,0.6433952187754699,653.5619274063472,0.8651791946036735,498.8107510433454,0.5632370754287928
623.3938280431628,0.6191960446151561,656.9468013000378,0.8878799589649483,500.48675656352236,0.5375162668804064
624.5111650566141,0.5940112663625681,658.9158339291346,0.9069881167342859,502.16276208369925,0.5139439023401794
625.2095006900211,0.569932050595064,661.5695093360814,0.9298342466802055,503.2800990971505,0.4921568645109581
626.6061719568352,0.5411096151334899,661.1039522471433,0.8843689350990873,504.95610461732747,0.4676161871783211
627.5838418436051,0.5161831256726271,663.804183362984,0.951923882257055,506.63211013750436,0.443105769620447
628.5814641770437,0.4921049906113646,661.9419550072319,0.9041134381318192,508.54754501770657,0.4200002701765605
628.9805131104192,0.4747272342475809,666.2394050589676,0.9694745516194834,511.39700380759064,0.3772907595113407
629.259847363782,0.45929474911854906,665.2939660475856,0.9907428504527709,509.3468899123743,0.40482715454549556
631.4945213906844,0.4260089968794609,671.611217623637,0.9528549522497568,512.7774637114865,0.35747060704170186
632.2394127329853,0.4021037748168429,673.2643034102048,0.9367939948756513,514.4534692316633,0.33492707484341033
633.263638328649,0.37774465613278285,671.4393196215676,0.9204537165037352,516.1294747518402,0.31147574940223444
634.1481967976313,0.3536503104778974,677.8241025555749,0.9650652701540456,517.8054802720171,0.2907478036897114
635.6845351911268,0.32623819666151843,678.1433417022754,0.9453531883085597,519.481485792194,0.2707763523462584
636.8018722045781,0.3024280767481551,679.8814215009772,0.9210589119989914,521.2373010990461,0.24933514051432615
637.8260978002418,0.28091337689179896,681.3277521906115,0.9003007065117055,523.531832465955,0.22599188569730333
639.0365462314807,0.25620843221044975,684.0891708095696,0.883234193545482,525.1612822772381,0.20405354899426797
640.4332174982947,0.23355682938800526,685.2341342876392,0.8531373560313973,527.4890677219282,0.18322473736586875
641.4308398317335,0.21302341079895726,687.6407063166112,0.8312306092031143,529.8168531666183,0.16074424636499962
643.1334486141353,0.1921009379629589,690.2167888754016,0.8013310698541498,532.7498628269279,0.1379359411375335
644.623231298737,0.17043493923278874,690.9927173569649,0.7765036451320939,536.2415409939632,0.11487799276827415
646.5386661789391,0.1489591448011276,692.7618342949295,0.7505450812105712,539.3142177809542,0.09511835984816086
648.2545765924538,0.12719372109673688,694.0653941439559,0.725732065905069,543.2248973280336,0.07382304335883516
649.9704870059682,0.10577412338963532,694.6240626506817,0.7066684078045002,548.2529138885644,0.052966493603570086
652.3825161143709,0.08316574881685201,695.8345110819205,0.6794346105179736,554.1189332091836,0.036098044617612235
654.6792644197985,0.06134088626917711,696.4197828508711,0.6545999810876408,560.2642867831656,0.025039472386113593
658.1836395983503,0.03791363110338075,698.8140764511239,0.6302074587561154,566.4096403571477,0.017281966492375567
664.1766290341343,0.019922819562584237,701.0487504780265,0.611622455274522,572.5549939311297,0.012908053594842483
670.3219826081164,0.014283497902243036,702.5152553081813,0.5827546301508036,578.7003475051117,0.010267200524633813
676.4673361820984,0.013768688747187507,703.6675091033029,0.561534963098385,584.8457010790937,0.008781720672641491
682.6126897560805,0.01018467386618993,706.2363866119074,0.5428117274638977,590.9910546530757,0.008121507405089323
688.7021764793899,0.007213714162205065,707.1941040520085,0.5170909189155114,597.1364082270577,0.00779140077131335
694.9033969040445,0.011092467109074189,709.2425552433358,0.4946986855910338,603.2817618010398,0.00779140077131335
701.0487504780265,0.01951018627036416,707.1941040520085,0.5700455247504245,609.4271153750218,0.008369087380421414
707.1941040520085,0.025287052361445683,710.1905987699006,0.4741495476384727,615.5724689490039,0.007956454088201337
713.3394576259905,0.023388939217233062,712.3152320303268,0.44401356286333127,621.7178225229859,0.006636027553097001
719.4848111999726,0.014228480129946819,713.8050147149286,0.410500862313522,627.8631760969679,0.006058340943988938
725.6301647739546,0.007956454088201337,716.859069218362,0.38748830360640685,634.0085296709499,0.004572861091996394
731.7755183479367,0.006305920919321029,719.9387293616871,0.3583594879253593,640.1538832449319,0.003417487873780267
737.9208719219187,0.008781720672641491,720.0434797066982,0.33321052034777465,646.2992368189139,0.002509694630896009
744.0662254959007,0.02066555948858051,721.2467657211841,0.31432715125488364,652.444590392896,0.0020970613386757098
747.4182365362544,0.02355399253412127,724.373160633822,0.2942125479000528,658.589943966878,0.002592221289340113
,,725.3508305205917,0.3616161961842065,664.7352975408601,0.001766954704899737
,,725.3508305205917,0.3355322703386664,670.8806511148421,0.0011067414373475692
,,728.8102778122391,0.2724290015833041,677.0260046888241,0.0008591614620154786
,,729.2149543587774,0.2492313927151395,683.171358262806,0.0008591614620154786
,,727.0268360407687,0.3158634167428416,689.316711836788,0.001024214778903687
,,730.1793226144348,0.22761294505959662,695.46206541077,0.001024214778903687
,,732.0548526012994,0.27773610054170417,701.6074189847521,0.0020420435663799363
,,733.4515238681136,0.24823282014796677,707.7527725587341,0.0009416881204595828
,,736.9631544818176,0.21743269226439488,713.8981261327162,0.0008591614620154786
,,736.9897577440425,0.19626165699284492,720.0434797066982,0.0008591614620154786
,,736.2448664017418,0.176063257338671,726.1888332806802,0.00061158148668361
,,741.2728829622724,0.23945748546675272,732.3341868546622,0.00011642153601942873
,,741.8315514689981,0.21092251786542515,738.4795404286442,0.00044652816979540155
,,742.3902199757238,0.190043273279088,744.6248940026262,0.00044652816979540155
,,743.2980562991529,0.16165203960788388,,
,,744.2524483314759,0.14338270059483882,,
,,745.6025638893962,0.12341124925138591,,
