SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Jun 05 11:14:14 CEST 2023
Benutzer: TAM
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: FLMS04432
Integrationszeit (usec): 40000 (FLMS04432)
Spektren Durchschnitt berechnet: 1 (FLMS04432)
Boxcar Glättung: 0 (FLMS04432)
Dunkelstromkorrektur: Nein (FLMS04432)
Puls/Lampe aktiviert: Nein (FLMS04432)
Correct for Detector Non-linearity: Nein (FLMS04432)
Streulichtkorrektur: Nein (FLMS04432)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
188.46	2383.53
188.85	2383.53
189.24	2383.53
189.63	2407.80
190.02	2383.53
190.41	2432.08
190.80	2368.97
191.19	2458.78
191.58	2502.47
191.96	2466.06
192.35	2524.31
192.74	2594.70
193.13	2584.99
193.52	2572.86
193.91	2614.12
194.30	2618.97
194.69	2638.39
195.08	2711.21
195.47	2682.08
195.86	2750.04
196.24	2854.41
196.63	2737.91
197.02	2793.73
197.41	2750.04
197.80	2793.73
198.19	2813.15
198.58	2788.88
198.96	2810.72
199.35	2915.09
199.74	2820.43
200.13	2815.58
200.52	2837.42
200.91	2873.83
201.29	2871.40
201.68	2844.70
202.07	2798.59
202.46	2885.97
202.85	2910.24
203.24	2830.14
203.62	2876.26
204.01	2871.40
204.40	2958.78
204.79	2902.96
205.17	2912.67
205.56	2900.53
205.95	2835.00
206.34	2917.52
206.73	2934.51
207.11	2837.42
207.50	2961.21
207.89	2881.11
208.28	2927.23
208.66	2822.86
209.05	2827.71
209.44	2774.32
209.83	2878.69
210.21	2922.38
210.60	2873.83
210.99	2871.40
211.37	2868.98
211.76	2878.69
212.15	2885.97
212.54	2866.55
212.92	2902.96
213.31	2883.54
213.70	2878.69
214.08	2856.84
214.47	2866.55
214.86	2939.37
215.24	2881.11
215.63	2844.70
216.02	2890.82
216.40	2842.28
216.79	2868.98
217.18	2859.27
217.56	2822.86
217.95	2883.54
218.33	2805.87
218.72	2844.70
219.11	2830.14
219.49	2854.41
219.88	2890.82
220.27	2803.44
220.65	2890.82
221.04	2859.27
221.42	2881.11
221.81	2844.70
222.20	2830.14
222.58	2864.12
222.97	2873.83
223.35	2854.41
223.74	2929.66
224.13	2873.83
224.51	2837.42
224.90	2847.13
225.28	2793.73
225.67	2854.41
226.05	2876.26
226.44	2861.70
226.82	2822.86
227.21	2898.10
227.59	2958.78
227.98	2837.42
228.36	2917.52
228.75	2902.96
229.14	2810.72
229.52	2844.70
229.91	2866.55
230.29	2898.10
230.68	2856.84
231.06	2859.27
231.45	2905.38
231.83	2910.24
232.21	2849.56
232.60	2808.30
232.98	2951.50
233.37	2890.82
233.75	2830.14
234.14	2805.87
234.52	2847.13
234.91	2818.00
235.29	2868.98
235.68	2878.69
236.06	2934.51
236.44	2871.40
236.83	2818.00
237.21	2907.81
237.60	2830.14
237.98	2881.11
238.37	2922.38
238.75	2885.97
239.13	2893.25
239.52	2791.31
239.90	2849.56
240.29	2803.44
240.67	2924.80
241.05	2866.55
241.44	2927.23
241.82	2883.54
242.20	2868.98
242.59	2847.13
242.97	2919.95
243.35	2966.07
243.74	2881.11
244.12	2868.98
244.51	2915.09
244.89	2844.70
245.27	2927.23
245.66	2927.23
246.04	2883.54
246.42	2861.70
246.80	2910.24
247.19	2946.65
247.57	2927.23
247.95	2900.53
248.34	2898.10
248.72	2849.56
249.10	2927.23
249.49	2878.69
249.87	2970.92
250.25	2883.54
250.63	2927.23
251.02	2888.39
251.40	2820.43
251.78	2866.55
252.16	2793.73
252.55	2786.45
252.93	2859.27
253.31	2810.72
253.69	2808.30
254.08	2849.56
254.46	2895.68
254.84	2854.41
255.22	2932.08
255.60	2890.82
255.99	2844.70
256.37	2895.68
256.75	2905.38
257.13	2992.76
257.51	2902.96
257.90	2905.38
258.28	2919.95
258.66	2919.95
259.04	2915.09
259.42	2910.24
259.81	2842.28
260.19	2917.52
260.57	2864.12
260.95	2929.66
261.33	2898.10
261.71	2835.00
262.09	2883.54
262.48	2915.09
262.86	2878.69
263.24	2864.12
263.62	2842.28
264.00	2871.40
264.38	2779.17
264.76	2883.54
265.14	2881.11
265.53	2932.08
265.91	2922.38
266.29	2856.84
266.67	2861.70
267.05	2878.69
267.43	2915.09
267.81	2944.22
268.19	2866.55
268.57	2927.23
268.95	2907.81
269.33	2944.22
269.71	2866.55
270.09	2915.09
270.47	2868.98
270.85	2927.23
271.23	2861.70
271.62	2856.84
272.00	2890.82
272.38	2873.83
272.76	2844.70
273.14	2946.65
273.52	2905.38
273.90	2932.08
274.28	2856.84
274.66	2861.70
275.04	2868.98
275.42	2881.11
275.80	2963.64
276.18	2910.24
276.55	2936.94
276.93	2878.69
277.31	2878.69
277.69	2934.51
278.07	2927.23
278.45	2936.94
278.83	2917.52
279.21	2898.10
279.59	2881.11
279.97	2830.14
280.35	2883.54
280.73	2888.39
281.11	2864.12
281.49	2912.67
281.87	2893.25
282.25	2924.80
282.62	2830.14
283.00	2929.66
283.38	2919.95
283.76	2871.40
284.14	2890.82
284.52	2912.67
284.90	2883.54
285.28	2878.69
285.65	2961.21
286.03	2878.69
286.41	2934.51
286.79	2924.80
287.17	2898.10
287.55	2924.80
287.93	2951.50
288.30	2963.64
288.68	2939.37
289.06	2961.21
289.44	2968.49
289.82	3012.18
290.20	3007.33
290.57	2990.34
290.95	3036.46
291.33	3004.90
291.71	3007.33
292.09	2922.38
292.46	3060.73
292.84	3160.24
293.22	3218.50
293.60	3242.77
293.97	3342.28
294.35	3366.56
294.73	3451.51
295.11	3495.20
295.48	3575.30
295.86	3449.08
296.24	3543.74
296.62	3577.73
296.99	3560.74
297.37	3827.73
297.75	3822.88
298.13	4162.69
298.50	4461.23
298.88	4771.92
299.26	5220.96
299.63	5737.95
300.01	6140.87
300.39	6587.48
300.77	6869.04
301.14	7301.08
301.52	7599.63
301.90	7728.28
302.27	7655.46
302.65	7747.69
303.03	7648.18
303.40	7242.83
303.78	7007.39
304.16	6364.18
304.53	5953.98
304.91	5257.36
305.28	4793.76
305.66	4369.00
306.04	4068.02
306.41	3740.35
306.79	3558.31
307.17	3407.82
307.54	3293.74
307.92	3288.89
308.29	3303.45
308.67	3291.31
309.05	3308.30
309.42	3211.22
309.80	3116.55
310.17	3152.96
310.55	3172.38
310.92	3131.12
311.30	3111.70
311.68	3007.33
312.05	2985.48
312.43	2951.50
312.80	2922.38
313.18	2902.96
313.55	2932.08
313.93	2970.92
314.30	2987.91
314.68	2851.99
315.05	2949.08
315.43	2905.38
315.80	2915.09
316.18	2951.50
316.55	2980.63
316.93	2961.21
317.30	2905.38
317.68	2929.66
318.05	2963.64
318.43	2847.13
318.80	2934.51
319.18	2832.57
319.55	2932.08
319.93	2905.38
320.30	2924.80
320.68	2890.82
321.05	2966.07
321.43	2997.62
321.80	2856.84
322.17	2876.26
322.55	2936.94
322.92	2878.69
323.30	2898.10
323.67	2861.70
324.05	2890.82
324.42	2956.36
324.79	2854.41
325.17	2922.38
325.54	2941.79
325.92	2946.65
326.29	2941.79
326.66	2895.68
327.04	2871.40
327.41	2939.37
327.78	2941.79
328.16	2808.30
328.53	2910.24
328.91	2927.23
329.28	2927.23
329.65	2871.40
330.03	2987.91
330.40	2966.07
330.77	2941.79
331.15	2868.98
331.52	2946.65
331.89	2883.54
332.27	2902.96
332.64	2944.22
333.01	2917.52
333.38	2956.36
333.76	2871.40
334.13	2939.37
334.50	2895.68
334.88	2864.12
335.25	2844.70
335.62	2898.10
335.99	2922.38
336.37	2939.37
336.74	2905.38
337.11	2949.08
337.48	2917.52
337.86	2915.09
338.23	2951.50
338.60	2895.68
338.97	2946.65
339.35	2951.50
339.72	2876.26
340.09	2963.64
340.46	2871.40
340.84	2898.10
341.21	2939.37
341.58	2910.24
341.95	2890.82
342.32	2893.25
342.70	2878.69
343.07	2839.85
343.44	2927.23
343.81	2878.69
344.18	2915.09
344.55	2898.10
344.93	2878.69
345.30	2946.65
345.67	2883.54
346.04	2866.55
346.41	2878.69
346.78	2956.36
347.15	2936.94
347.53	2885.97
347.90	2876.26
348.27	2849.56
348.64	2781.60
349.01	2868.98
349.38	2910.24
349.75	2953.93
350.12	2912.67
350.49	2936.94
350.87	2835.00
351.24	2883.54
351.61	2813.15
351.98	2934.51
352.35	2898.10
352.72	2876.26
353.09	2934.51
353.46	2936.94
353.83	2939.37
354.20	2956.36
354.57	2934.51
354.94	2890.82
355.31	2936.94
355.68	2966.07
356.05	2888.39
356.42	2847.13
356.79	2946.65
357.16	2975.77
357.53	2980.63
357.90	2975.77
358.27	2919.95
358.64	2951.50
359.01	2922.38
359.38	2856.84
359.75	2835.00
360.12	2883.54
360.49	2949.08
360.86	2861.70
361.23	2973.35
361.60	2915.09
361.97	2939.37
362.34	2868.98
362.71	2927.23
363.08	2934.51
363.45	2905.38
363.82	2946.65
364.19	2922.38
364.56	2859.27
364.93	2905.38
365.30	2924.80
365.66	2932.08
366.03	2895.68
366.40	2912.67
366.77	2895.68
367.14	2900.53
367.51	2871.40
367.88	2895.68
368.25	2953.93
368.62	2939.37
368.98	2917.52
369.35	2864.12
369.72	2871.40
370.09	2973.35
370.46	2898.10
370.83	2936.94
371.20	2929.66
371.56	2946.65
371.93	2895.68
372.30	2922.38
372.67	2898.10
373.04	2859.27
373.41	2932.08
373.77	2832.57
374.14	2895.68
374.51	2893.25
374.88	2835.00
375.25	2861.70
375.61	2956.36
375.98	3012.18
376.35	2890.82
376.72	2915.09
377.08	2927.23
377.45	2835.00
377.82	2973.35
378.19	2907.81
378.55	2822.86
378.92	2864.12
379.29	2910.24
379.66	2847.13
380.02	2985.48
380.39	2917.52
380.76	2944.22
381.13	2946.65
381.49	2915.09
381.86	2922.38
382.23	2956.36
382.59	2885.97
382.96	2888.39
383.33	2813.15
383.70	2929.66
384.06	2873.83
384.43	2944.22
384.80	2936.94
385.16	2907.81
385.53	2898.10
385.90	2905.38
386.26	2963.64
386.63	2907.81
387.00	2951.50
387.36	2893.25
387.73	2910.24
388.09	2822.86
388.46	2883.54
388.83	2866.55
389.19	2915.09
389.56	2936.94
389.93	2922.38
390.29	2924.80
390.66	2915.09
391.02	2978.20
391.39	2902.96
391.75	2929.66
392.12	2929.66
392.49	2929.66
392.85	2883.54
393.22	2978.20
393.58	2849.56
393.95	2888.39
394.31	2907.81
394.68	2866.55
395.05	2922.38
395.41	2941.79
395.78	2883.54
396.14	2830.14
396.51	2847.13
396.87	2881.11
397.24	2900.53
397.60	2900.53
397.97	2932.08
398.33	2905.38
398.70	2956.36
399.06	2936.94
399.43	2961.21
399.79	2871.40
400.16	2973.35
400.52	2936.94
400.89	2907.81
401.25	2866.55
401.62	2951.50
401.98	2949.08
402.35	2922.38
402.71	2907.81
403.07	2881.11
403.44	2861.70
403.80	2893.25
404.17	2861.70
404.53	2922.38
404.90	2898.10
405.26	2873.83
405.62	2910.24
405.99	2927.23
406.35	2900.53
406.72	2893.25
407.08	2861.70
407.44	2951.50
407.81	2883.54
408.17	2888.39
408.54	2949.08
408.90	2932.08
409.26	2953.93
409.63	2881.11
409.99	2970.92
410.35	2912.67
410.72	2871.40
411.08	2866.55
411.44	2907.81
411.81	2968.49
412.17	2876.26
412.53	2878.69
412.90	2900.53
413.26	2868.98
413.62	2898.10
413.99	2856.84
414.35	2907.81
414.71	2956.36
415.08	2912.67
415.44	2859.27
415.80	2953.93
416.16	2912.67
416.53	2907.81
416.89	2905.38
417.25	2888.39
417.61	2953.93
417.98	2915.09
418.34	2902.96
418.70	2992.76
419.06	2815.58
419.43	2881.11
419.79	2895.68
420.15	2934.51
420.51	2934.51
420.88	2905.38
421.24	2946.65
421.60	2944.22
421.96	2949.08
422.32	2885.97
422.69	2915.09
423.05	2902.96
423.41	2885.97
423.77	2907.81
424.13	2847.13
424.50	2866.55
424.86	2866.55
425.22	2881.11
425.58	2907.81
425.94	2876.26
426.30	2881.11
426.67	2866.55
427.03	2970.92
427.39	2936.94
427.75	2944.22
428.11	2980.63
428.47	2910.24
428.83	2827.71
429.19	2878.69
429.56	2866.55
429.92	2939.37
430.28	2995.19
430.64	2876.26
431.00	2830.14
431.36	2905.38
431.72	2927.23
432.08	2864.12
432.44	2885.97
432.80	2898.10
433.16	2958.78
433.52	2878.69
433.89	2905.38
434.25	2944.22
434.61	2859.27
434.97	2883.54
435.33	2883.54
435.69	2847.13
436.05	2885.97
436.41	2922.38
436.77	2973.35
437.13	2881.11
437.49	2929.66
437.85	2881.11
438.21	2934.51
438.57	2866.55
438.93	2902.96
439.29	2917.52
439.65	2868.98
440.01	2968.49
440.37	2924.80
440.73	2924.80
441.09	2907.81
441.45	2956.36
441.81	2927.23
442.16	2949.08
442.52	2885.97
442.88	2883.54
443.24	2854.41
443.60	2907.81
443.96	2932.08
444.32	2915.09
444.68	2876.26
445.04	2910.24
445.40	2868.98
445.76	2929.66
446.12	2871.40
446.48	2861.70
446.83	2888.39
447.19	2956.36
447.55	2878.69
447.91	2956.36
448.27	2946.65
448.63	2907.81
448.99	2893.25
449.34	2839.85
449.70	2849.56
450.06	2902.96
450.42	2859.27
450.78	2958.78
451.14	2888.39
451.50	2975.77
451.85	2895.68
452.21	2844.70
452.57	2907.81
452.93	2907.81
453.29	2975.77
453.64	2987.91
454.00	2934.51
454.36	2883.54
454.72	2951.50
455.08	2835.00
455.43	2864.12
455.79	2856.84
456.15	2905.38
456.51	2847.13
456.86	2910.24
457.22	2876.26
457.58	2876.26
457.94	2856.84
458.29	2963.64
458.65	2951.50
459.01	2871.40
459.37	2915.09
459.72	2968.49
460.08	2842.28
460.44	2895.68
460.79	2888.39
461.15	2919.95
461.51	2883.54
461.86	2849.56
462.22	2842.28
462.58	2868.98
462.94	2941.79
463.29	2944.22
463.65	2912.67
464.01	2873.83
464.36	2922.38
464.72	2871.40
465.08	2876.26
465.43	2924.80
465.79	2910.24
466.14	2866.55
466.50	2902.96
466.86	2929.66
467.21	2944.22
467.57	2868.98
467.93	2905.38
468.28	2953.93
468.64	3009.76
468.99	2866.55
469.35	2941.79
469.71	2885.97
470.06	2953.93
470.42	2919.95
470.77	2919.95
471.13	2832.57
471.48	2939.37
471.84	2963.64
472.20	2941.79
472.55	2907.81
472.91	2902.96
473.26	2873.83
473.62	2953.93
473.97	2895.68
474.33	2932.08
474.68	2856.84
475.04	2866.55
475.39	2890.82
475.75	2881.11
476.10	2905.38
476.46	2968.49
476.81	2983.06
477.17	2961.21
477.52	2951.50
477.88	2953.93
478.23	2975.77
478.59	2929.66
478.94	2890.82
479.30	2885.97
479.65	2919.95
480.01	2868.98
480.36	2912.67
480.72	2951.50
481.07	2866.55
481.42	2936.94
481.78	2961.21
482.13	2924.80
482.49	2885.97
482.84	2856.84
483.20	2907.81
483.55	2900.53
483.90	2788.88
484.26	2895.68
484.61	2929.66
484.96	2902.96
485.32	2907.81
485.67	2876.26
486.03	2929.66
486.38	2917.52
486.73	3017.04
487.09	2936.94
487.44	2924.80
487.79	2922.38
488.15	2922.38
488.50	2936.94
488.85	2936.94
489.21	2881.11
489.56	2915.09
489.91	2876.26
490.27	2966.07
490.62	2922.38
490.97	2917.52
491.33	2929.66
491.68	2934.51
492.03	3004.90
492.39	2924.80
492.74	2970.92
493.09	2907.81
493.44	2861.70
493.80	2878.69
494.15	2934.51
494.50	2939.37
494.85	2873.83
495.21	2888.39
495.56	2995.19
495.91	2900.53
496.26	2917.52
496.62	2929.66
496.97	2927.23
497.32	2907.81
497.67	2966.07
498.03	2893.25
498.38	2883.54
498.73	2898.10
499.08	2951.50
499.43	2912.67
499.79	2934.51
500.14	2910.24
500.49	3009.76
500.84	2885.97
501.19	2881.11
501.54	2861.70
501.90	2946.65
502.25	2895.68
502.60	2949.08
502.95	2966.07
503.30	2941.79
503.65	2878.69
504.00	2924.80
504.36	2912.67
504.71	2902.96
505.06	2953.93
505.41	2922.38
505.76	2910.24
506.11	2958.78
506.46	2953.93
506.81	2973.35
507.16	2876.26
507.52	2888.39
507.87	2936.94
508.22	2915.09
508.57	2944.22
508.92	2934.51
509.27	2868.98
509.62	2868.98
509.97	2822.86
510.32	2876.26
510.67	2924.80
511.02	2932.08
511.37	2922.38
511.72	2985.48
512.07	2934.51
512.42	2968.49
512.77	2944.22
513.12	2866.55
513.47	2917.52
513.82	2949.08
514.17	2970.92
514.52	2919.95
514.87	2881.11
